label,success,failure_modes,vertical_touchdown_velocity_mps,horizontal_touchdown_velocity_mps,landing_position_error_m,tilt_angle_deg,angular_rate_norm_radps
brake_floor_v1,False,hard_touchdown,-4.068769895163153,0.0447386886327039,0.1073727153598868,0.08795799925296398,0.0020683951798125453
guidance_prior_v1,False,hard_touchdown,-4.069034370863519,0.044692025633019265,0.10713683907868282,0.08883465817046676,0.002074722062490702
