controller_id,controller_label,controller_type,episode_count,success_count,success_rate,landing_position_error_m_mean,landing_position_error_m_median,landing_position_error_m_std,vertical_touchdown_velocity_mps_mean,vertical_touchdown_velocity_mps_median,vertical_touchdown_velocity_mps_std,tilt_angle_deg_mean,tilt_angle_deg_median,tilt_angle_deg_std,fuel_used_kg_mean,fuel_used_kg_median,fuel_used_kg_std
phase1_lqr,Phase 1 LQR,gain_scheduled_lqr,4,4,1.0,0.045262761249892564,0.047920271371491394,0.013934353094882055,-0.6389793804916464,-0.6392368002331491,0.000567802871367513,0.08907724365556317,0.09736495002197128,0.025612715933768047,49.20833952858396,49.197252144876074,0.02207531842216775
phase2a_flat_ppo,Phase 2A Flat PPO,flat_ppo,4,0,0.0,13.874050959463684,13.504481161850629,7.016660302903581,-28.892358771640126,-27.256999258815327,3.4774277638179876,25.12415390781206,16.4517669852127,21.277395723370276,19.17344001275478,19.459095998507564,0.6594098389444283
phase2b_hierarchical_ppo,Phase 2B Hierarchical PPO,hierarchical_ppo,4,0,0.0,42.35028685602141,46.35603933268154,23.5906193120764,-17.140280495144797,-13.938232798230306,9.174087004935872,28.596268793230355,28.126768744304155,14.101148156324225,36.71464436862476,37.8243578072628,6.407431095895175
phase2c_hybrid_ppo,Phase 2C Hybrid PPO,hybrid_residual_ppo,4,3,0.75,0.04261543172966163,0.0422562898961918,0.010224564762945393,-2.047505165392331,-1.879900597757731,0.37179916904678534,0.06695343553159344,0.06746317049530208,0.011908155430958996,46.866908332205526,47.22966332493729,0.9823641437971924
