time_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,qw,qx,qy,qz,p_radps,q_radps,r_radps,mass_kg,throttle,gimbal_pitch_rad,gimbal_yaw_rad,tilt_deg,dynamic_pressure_pa
0.0,12.0,-8.0,120.0,-1.0,0.6,-18.0,0.999011461133737,0.03487207852388615,-0.02615405889291461,0.008718019630971538,1.8452300362238613e-05,0.004481183062627048,-0.0041120678304332635,1250.0,0.13101736111111106,0.13962634015954636,-0.13962634015954636,4.996640508364582,201.8410898371068
0.02,11.980038478641706,-7.988078314794088,119.63843132753861,-0.9961518574236877,0.592169250477067,-18.15686030786355,0.9990135249693824,0.03481846841530447,-0.026160854359861607,0.008675303143042294,-0.010977150153673114,-0.006029772908849416,-0.004098697470841617,1249.9831247360405,0.1310081672329273,0.13962634015954636,-0.13962634015954636,4.992190751963303,205.26260747544097
0.04,11.96015391002718,-7.976313174604231,119.27372587443475,-0.9923060649419917,0.5843468066050204,-18.313677604008824,0.9990166432184016,0.034655986834833855,-0.02627352283667164,0.008626189592846485,-0.021958726828673475,-0.016522516954504577,-0.004085145984114211,1249.9662506562686,0.13099897399990523,0.13962634015954636,-0.13962634015954636,4.985100304769826,208.71337634434107
0.06,11.940346166851535,-7.964704334853336,118.90588452848706,-0.9884706500282852,0.5765405133991989,-18.470449134947422,0.9990207263401186,0.0343847690593726,-0.02649187013040712,0.008570695222054489,-0.03292539361422506,-0.026996164078330095,-0.004071413552656363,1249.949377760601,0.1309897814119998,0.13962634015954636,-0.13962634015954636,4.975591401305798,212.19335077187398
0.08,11.920614961429312,-7.953251394142592,118.53490823235303,-0.9846536232973181,0.5687582082601693,-18.62717217001102,0.999025615946703,0.0340049569425926,-0.026815691156255466,0.008508836198646381,-0.043876239855683404,-0.03744980428127815,-0.0040575004104514015,1249.9325060489548,0.13098058946916558,0.13962634015954636,-0.13962634015954636,4.9640660776704815,215.70248304924297
0.1,11.900959846029949,-7.9419537943893275,118.16079798298925,-0.9808629786675046,0.5610077224070255,-18.783844011668226,0.9990310851950569,0.03351669928259158,-0.02724476961613871,0.00844062863481325,-0.05481032823554421,-0.047882502467742255,-0.004043406843423289,1249.915635521247,0.1309713981713575,0.13962634015954636,-0.13962634015954636,4.951108586846153,219.2407236937071
0.12,11.88138021321053,-7.930810820936829,117.78355483088602,-0.9771066934684411,0.553296882247294,-18.940462005789787,0.9990368392084689,0.032920152228402,-0.02777887764166725,0.008366088607002437,-0.06572669466904647,-0.058293298365819396,-0.004029133189761451,1249.8987661773942,0.13096220751853005,0.13962634015954636,-0.13962634015954636,4.93748833675798,222.80802172336126
0.14,11.86187529614703,-7.919821602637487,117.40317987909701,-0.9733927284824974,0.5456335106719239,-19.097023551860513,0.9990425155292707,0.03221547972475019,-0.02841777540214168,0.008285232178071032,-0.07662434821493251,-0.0686812064622253,-0.004014679840207037,1249.8818980173135,0.13095301751063815,0.13962634015954636,-0.13962634015954636,4.924162611709665,226.40432494361764
0.16,11.842444168965471,-7.908985111910891,117.01967428206542,-0.9697290279094837,0.5380254282639451,-19.253526113136143,0.9990476846037739,0.03140285399440357,-0.029161210678363362,0.008198075421509014,-0.08750227100234781,-0.07904521595278985,-0.004000047238299839,1249.8650310409216,0.13094382814763628,0.13962634015954636,-0.13962634015954636,4.9122780576815375,230.0295802452078
0.18,11.823085747074652,-7.898300164778701,116.63303924424739,-0.966123519243575,0.5304804544095013,-19.40996722674281,0.9990518503008023,0.03048245605738475,-0.03000891840307319,0.00810463444769041,-0.09835941817492194,-0.08938429070951388,-0.00398523588058521,1249.8481652481357,0.13093463942947936,0.13962634015954636,-0.13962634015954636,4.903169618736484,233.68373391352554
