label,success,failure_modes,vertical_touchdown_velocity_mps,horizontal_touchdown_velocity_mps,landing_position_error_m,tilt_angle_deg,angular_rate_norm_radps
overspeed_assist_v2,False,hard_touchdown,-4.871631584846534,0.049929700055976266,0.12030201588783777,0.0921735112304865,0.0020053125825211992
overspeed_assist_v3,False,hard_touchdown,-4.438318963682279,0.04866983497624247,0.12409296951631166,0.08854642675978555,0.001990124365436402
