run_id,reward_profile,ppo_profile,vertical_touchdown_velocity_mps,horizontal_touchdown_velocity_mps,landing_position_error_m,tilt_angle_deg,success,termination_reason,violation_score
eval_go_no_go_baseline_v2_default_seed7_50k,baseline_v2,baseline_default,-26.115896684772785,1.6133698520864697,12.18792647773572,4.551059253765473,False,touchdown,21.220387358717268
eval_go_no_go_baseline_v2_short_rollout_low_entropy_seed7_50k,baseline_v2,short_rollout_low_entropy,-32.112991227699,12.136570950120639,29.912153260271896,39.721816393718946,False,touchdown,47.121324833477985
eval_go_no_go_baseline_v2_short_rollout_low_entropy_linear_lr_seed7_50k,baseline_v2,short_rollout_low_entropy_linear_lr,-22.508503634752106,20.186174318080873,43.094618020470094,25.013161074998855,False,touchdown,55.48905125319186
