time_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,qw,qx,qy,qz,p_radps,q_radps,r_radps,mass_kg,throttle,gimbal_pitch_rad,gimbal_yaw_rad,dynamic_pressure_pa
1.1500000000000001,10.903019771200212,-7.678724759415098,98.03972181556672,0.9142526170169456,-0.11295172698319306,-19.648431393498008,0.854211672597604,0.04518258117429326,0.5173742972992365,0.024592463287627108,0.09442937357868589,2.478506097206166,-0.0033412920075934402,1245.4319493563507,0.8110864378254131,-0.13962634015954636,0.008102644150542931,234.684001896046
1.2000000000000002,10.961144987435821,-7.685190879042972,97.05325542356896,1.42012224449507,-0.14525570994349318,-19.81929850041868,0.8193320183648541,0.04556306571053653,0.5709100233721031,0.02609206658155678,0.10109136696427096,2.632483821558061,-0.003309841146669588,1245.166625931224,0.8375096316490191,-0.13962634015954636,0.008226603362901902,238.45153742332806
1.25,11.045959485571231,-7.69320014113511,96.05678599184697,1.981571092409933,-0.17453765705193114,-20.050601486377147,0.778661714838687,0.045784032916742545,0.6251641717816518,0.027559290537223096,0.1080899928094305,2.7911157828615822,-0.0032780776572426252,1244.8920631819094,0.8686321688204482,-0.13962634015954636,0.008324104437670565,244.0416296840601
1.3,11.16018881592326,-7.7025794302376225,95.04697126823851,2.596127388656034,-0.19989391950484797,-20.35543019730671,0.7316661709005038,0.04581038004498024,0.6795050056675588,0.02896499115588052,0.11543743340214711,2.95540415228463,-0.003245749010322039,1244.6065850927628,0.9054867149190555,-0.13962634015954636,0.008381276682672786,251.93865921990223
1.35,11.306379105943002,-7.713106841893981,94.01977291988919,3.258965716872385,-0.2202734362994736,-20.748552354548885,0.6778177401369299,0.04560273269149212,0.7331894856920447,0.0302767236894731,0.12313240980055767,3.126558709154119,-0.003212546267126326,1244.3081615744043,0.9492409247877337,-0.13962634015954636,0.00838326473395258,262.70546251330524
1.4000000000000001,11.486759295372442,-7.724503862694122,92.97037144105435,3.9619152503372668,-0.23445818969497648,-21.24642351176369,0.6166068060795662,0.045116986639579096,0.7853475896901357,0.03145898251397315,0.1311528383653484,3.305978884908666,-0.003178097878406592,1243.994429166061,1.0,-0.13962634015954636,0.00831529769199818,276.98722219520016
1.4500000000000002,11.702675922926334,-7.736423130626898,91.89315449988908,4.670922763319344,-0.24089334974201818,-21.862247475652058,0.5476020308144267,0.04430441103193413,0.8349339045658742,0.03247322000375976,0.13918325108837293,3.489076665734121,-0.003141972398547745,1243.6724135198576,1.0,-0.13962634015954636,0.00821833072384813,295.3066439306494
1.5,11.953282350890321,-7.74844696325965,90.78213619728659,5.34567641062158,-0.23855345901769448,-22.598520869796573,0.47062588900427954,0.04311554490707652,0.8806502990692037,0.03327721646441392,0.1469759881700027,3.6705004913413326,-0.003103722142081469,1243.3503978736542,1.0,-0.13962634015954636,0.008154633909531958,317.8383910165944
1.55,12.23627450597521,-7.7601257243537605,89.63132887952032,5.96222402181607,-0.2270505985436433,-23.452987326121015,0.38571465417778483,0.04150468897405127,0.9210631684971896,0.03382611392987216,0.15459485723658803,3.850202461903419,-0.003062913737887063,1243.0283822274507,1.0,-0.13962634015954636,0.008147929546058266,344.63826431262163
1.6,12.548115488726639,-7.770998188844235,88.43499484224786,6.495405359172756,-0.20632309678116337,-24.41776054285624,0.2931186873271279,0.039431974395449744,0.9546547036556907,0.03407273577163121,0.16214326565945958,4.028169273875036,-0.003019151420148415,1242.7063665812473,1.0,-0.13962634015954636,0.008225971429070666,375.569479455105
1.6500000000000001,12.88400825854694,-7.780609887498384,87.18794764138147,6.920234820122969,-0.1767153396611767,-25.478574415048495,0.19333386304225705,0.03686508657000585,0.9798516144653623,0.033967578997727406,0.16977133326818586,4.2044254332295266,-0.002972105913447965,1242.3843509350438,1.0,-0.13962634015954636,0.008421963274767033,410.2653309848888
1.7000000000000002,13.237946058461496,-7.788535146995023,85.88588339833156,7.213621309672926,-0.1390442593621919,-26.614355297122508,0.08713028285650568,0.03378067027214937,0.9950616485173543,0.03345886691498489,0.1776840882974729,4.379027132951913,-0.002921544903469596,1242.0623352888404,1.0,-0.13962634015954636,0.008775306651511897,448.10126973789875
1.75,13.60285600707334,-7.794401921794382,84.52572263988911,7.357108962381355,-0.08309604812318817,-27.79585803082702,-0.02442309580096883,0.030165230101172055,0.9987180735265114,0.03249278221288163,0.21023101407802253,4.552041034156214,-0.0028673623655474123,1241.740319642637,1.0,-0.13962634015954636,0.09901157776869095,488.1437710782794
1.8,13.970972484257798,-7.796019945264511,83.10614733293839,7.339227962335215,0.013480349391667604,-28.987026384968885,-0.13999694536856458,0.02591822253502094,0.9893868093433077,0.029031750301449596,0.3198676162703221,4.723535299573651,-0.002809616342523288,1241.4183039964335,1.0,-0.13962634015954636,0.05789906097828851,529.1815288735577
1.85,14.333925816679118,-7.793497219468654,81.62739002760685,7.150569502858378,0.08325118075076929,-30.15592106692731,-0.25785890490852587,0.02092557217079762,0.9656762466065085,0.023244189137641105,0.37804927098850943,4.89351978023226,-0.002748514725654026,1241.09628835023,1.0,-0.13962634015954636,0.030328562281610634,570.016030606558
1.9000000000000001,14.683268029364248,-7.788083694672762,80.09165514736645,6.796668466283663,0.12956445975346456,-31.25882876434463,-0.3759180366573679,0.015283858874612824,0.9263846442131455,0.016233432774825852,0.40181891636663125,5.061878965116416,-0.00268443622075477,1240.7742727040265,1.0,-0.13962634015954636,0.011969299966448257,609.0406039670668
1.9500000000000002,15.011119234636055,-7.780892143197245,78.5033237544026,6.294825627524179,0.15471795412374434,-32.25286326720935,-0.49177868111747,0.009232898533342415,0.8706272887704528,0.008752509996871858,0.40300775987856385,5.228367025996091,-0.00261792867333024,1240.452257057823,1.0,-0.13962634015954636,9.623374952855146e-05,644.6145221328285
2.0,15.3107674217084,-7.772930315465922,76.86883638334717,5.674444224839006,0.16071756601751852,-33.099104596281116,-0.6027669290560274,0.003076021431206442,0.7979103244468803,0.001296714924370684,0.39008429785778537,5.39257990538344,-0.002549681287298744,1240.1302414116196,1.0,-0.13962634015954636,-0.007053749094397946,675.1838372018739
