label,success,failure_modes,vertical_touchdown_velocity_mps,horizontal_touchdown_velocity_mps,landing_position_error_m,tilt_angle_deg,angular_rate_norm_radps
baseline,False,hard_touchdown,-10.944352903477505,0.0704301342525781,0.15568399827253973,0.2448164324569013,0.003761813299348876
touchdown_gate_commit,False,hard_touchdown,-8.482277687648994,0.04584111398614158,0.12034939935026998,0.15286033224684564,0.0026651226622129583
