label,success,failure_modes,vertical_touchdown_velocity_mps,horizontal_touchdown_velocity_mps,landing_position_error_m,tilt_angle_deg,angular_rate_norm_radps
overspeed_assist_focus_blended,False,hard_touchdown,-4.113545932795983,0.048505168939380776,0.1214814363546394,0.08636230438211524,0.002028383481658012
near_ground_touchdown,False,hard_touchdown,-4.111330373837729,0.04757923781834176,0.12305233875939532,0.0862410099898698,0.002036164760724194
