time_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,qw,qx,qy,qz,p_radps,q_radps,r_radps,mass_kg,throttle,gimbal_pitch_rad,gimbal_yaw_rad,tilt_deg,dynamic_pressure_pa
0.0,12.0,-8.0,120.0,-1.0,0.6,-18.0,0.999011461133737,0.03487207852388615,-0.02615405889291461,0.008718019630971538,1.8452300362238613e-05,0.004481183062627048,-0.0041120678304332635,1250.0,0.13101736111111106,0.13962634015954636,-0.13962634015954636,4.996640508364582,218.18891028827633
0.02,11.980043956993303,-7.988078965379113,119.63843208784093,-0.995603497487862,0.5921042125785091,-18.156784285753833,0.9990135673489674,0.03481780582858882,-0.026160113104450693,0.008675317419860136,-0.011108250444773538,-0.005879642838851934,-0.004097626160938183,1249.9831247360405,0.1310081672329273,0.13962634015954636,-0.13962634015954636,4.99207892016869,221.5913168981555
0.04,11.960175865804011,-7.97631577499575,119.27372891513738,-0.9912061379558496,0.5842168993945783,-18.313525587076814,0.9990168129135728,0.03465334501959566,-0.026270535700052222,0.008626247677450917,-0.022219618919469407,-0.016218955068411284,-0.0040830119772274276,1249.9662506562686,0.13099897399990523,0.13962634015954636,-0.13962634015954636,4.9846518456546915,225.02294210975
0.06,11.940395664454787,-7.964710180007909,118.90589136956923,-0.9868158299561649,0.5763459946311088,-18.470221107832014,0.9990211086262962,0.034378844313047066,-0.026485099364414066,0.008570828107165767,-0.03331475087763013,-0.02653587541519071,-0.004068225588355932,1249.949377760601,0.1309897814119998,0.13962634015954636,-0.13962634015954636,4.974579106519316,228.48376768853737
0.08,11.920703132989845,-7.953261772977448,118.53492039452534,-0.9824404628132067,0.5684994239668529,-18.62686807497611,0.9990262965756629,0.03399445869215437,-0.026803565967534724,0.008509076328679883,-0.044392717646945065,-0.03682950177820936,-0.00405326735252884,1249.9325060489548,0.13098058946916558,0.13962634015954636,-0.13962634015954636,4.962259401673276,231.97377323765676
0.1,11.901097893857724,-7.941969988025509,118.16081698853873,-0.9780879067947091,0.560685106031745,-18.783463748849346,0.9990321505793615,0.033500350276247336,-0.027225686257243864,0.008441009890238074,-0.05545256406247262,-0.047098908133227146,-0.004038137677438453,1249.915635521247,0.1309713981713575,0.13962634015954636,-0.13962634015954636,4.948272861497808,235.4929364610827
0.12,11.881579412291153,-7.930834100959481,117.78358220451642,-0.9737660132283198,0.5529109537970565,-18.94000543340697,0.9990383766532821,0.03289668872843231,-0.027751199517380594,0.008366646283065503,-0.06649330841551307,-0.05734314451382821,-0.004022837020564125,1249.8987661773942,0.13096220751853005,0.13962634015954636,-0.13962634015954636,4.9333842595193405,239.0412334382642
0.14,11.862146996685219,-7.919853229372897,117.4032171487654,-0.9694826145527237,0.5451848758888092,-19.096490486390604,0.9990446135113946,0.03218365170119005,-0.028379833192383432,0.008286002957835855,-0.0775139424186809,-0.0675612370075539,-0.004007365889434367,1249.8818980173135,0.13095301751063815,0.13962634015954636,-0.13962634015954636,4.918546157138669,242.61863891001295
0.16,11.842799798975266,-7.909026332719934,117.01972297981568,-0.9652455242925988,0.5375147778130084,-19.252916329437788,0.9990504330976873,0.03136142531918673,-0.029111302479107506,0.008199097343157045,-0.08851343118814269,-0.07775218776796237,-0.00399172484185053,1249.8650310409216,0.13094382814763628,0.13962634015954636,-0.13962634015954636,4.904900975301543,246.22512657542293
0.18,11.823536815016139,-7.898352212366378,116.63310090704175,-0.9610625369468805,0.529908563081391,-19.40928045812747,0.9990553411514294,0.030430204698512753,-0.029945309886741458,0.008105946866031862,-0.09949071324404042,-0.08791497504354034,-0.003975914486071445,1249.8481652481357,0.13093463942947936,0.13962634015954636,-0.13962634015954636,4.893780685712571,249.86066939959315
0.2,11.804356884964614,-7.887829511619164,116.24335218908391,-0.956941427780014,0.5223741342265337,-19.565580451958915,0.9990587778070443,0.02939019450150312,-0.030881544765754977,0.008006568974247731,-0.1104447005301731,-0.09804855322444037,-0.003959935480958515,1249.8313006388728,0.13092545135612232,0.13962634015954636,-0.13962634015954636,4.886702525120341,253.52523993190894
0.22,11.785258693667059,-7.877456715736816,115.85047813207062,-0.9528899525060944,0.5149193936953218,-19.72181398426107,0.9990601182299171,0.028241609526229436,-0.031919682806868965,0.007900981160646766,-0.12137427845406162,-0.10815185290806363,-0.0039437885360807945,1249.8144372130496,0.13091626392751954,0.13962634015954636,-0.13962634015954636,4.885358918019509,257.21881063463286
0.24,11.76624077105457,-7.867232151923318,115.45448008764347,-0.9489158468560237,0.5075522446099522,-19.877978832028933,0.9990586732894766,0.0269846753296876,-0.033059385511102664,0.007789200989223886,-0.13227830594857237,-0.11822378098455345,-0.00392747441177968,1249.7975749705834,0.13090707714362604,0.13962634015954636,-0.13962634015954636,4.891599734091704,260.941354221539
0.26,11.747301492548006,-7.857153989308183,115.05535945078607,-0.9450268260180662,0.5002805913858258,-20.034072885683127,0.999053690270918,0.025619628883636933,-0.03430029963201679,0.007671246122997392,-0.1431556155563245,-0.12826322074330804,-0.0039109939191928865,1249.7807139113909,0.13089789100439664,0.13962634015954636,-0.13962634015954636,4.907405217843878,264.69284400630914
0.28,11.728439079475567,-7.847220238915683,114.65311765745862,-0.9412305839424477,0.4931123401958877,-20.190094158748217,0.9990443536269409,0.024146719261975716,-0.035642056591337894,0.007547134353592868,-0.1540050135381521,-0.1382690320016629,-0.003894347920237487,1249.763854035389,0.13088870550978593,0.13962634015954636,-0.13962634015954636,4.934848520066826,268.4732542603973
0.3,11.709651599505705,-7.837428753626405,114.24775618203981,-0.9375347925009287,0.4860553992711867,-20.34604079744497,0.9990297857708921,0.022566208358465227,-0.03708427186921689,0.007416883632477547,-0.1648252800069384,-0.14824005125693246,-0.003877537327551835,1249.7469953424948,0.13087952065974862,0.13962634015954636,-0.13962634015954636,4.976047801942603,272.28256058004285
