time_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,qw,qx,qy,qz,p_radps,q_radps,r_radps,mass_kg,throttle,gimbal_pitch_rad,gimbal_yaw_rad,tilt_deg,dynamic_pressure_pa
2.1,27.337920067576402,-19.635001410082616,68.46302079082457,-11.14165620269819,7.932187556585613,-36.849846169793594,0.5802220588128987,-0.4773101593441244,-0.6494772459915544,0.11703282100775732,1.5812665881194095,1.0341138461237136,-0.0020538647433139914,1240.5428629569478,1.0,-0.13962634015954636,0.13962634015954636,107.41504569726233,970.4360067891226
2.12,27.112787183964233,-19.4753301756266,67.722820170465,-11.372510854808782,8.035033115339504,-37.16853327008147,0.5948238104761848,-0.46906321291005915,-0.6412359637483847,0.12239597861353411,1.659345184898009,1.1139977294109096,-0.002021910248799113,1240.4140566984663,1.0,-0.13962634015954636,0.13962634015954636,105.21297569317673,989.6032247760801
2.14,26.88298485699885,-19.31359627431708,66.97634935374862,-11.608578974150639,8.138449056736933,-37.476735782963374,0.6100637946131143,-0.4602633527640245,-0.6321690959056145,0.1278360152169365,1.7370203089756115,1.1934592349452544,-0.0019898453560175714,1240.2852504399848,1.0,-0.13962634015954636,0.13962634015954636,102.88296183786991,1008.5885507068014
2.16,26.64841035238996,-19.14978871465723,66.22382587651153,-11.849694784315165,8.242388450030838,-37.773667342965226,0.6258899750995088,-0.4508879372007133,-0.6222387677505501,0.13334437770336924,1.8142825453198237,1.2724894400005848,-0.0019576976534414507,1240.1564441815033,1.0,-0.13962634015954636,0.13962634015954636,100.42580045512462,1027.3454643276384
2.18,26.408965004872577,-18.98389776774917,65.46548310314061,-12.095616303567244,8.346771716821275,-38.058532306586876,0.6422462059071579,-0.4409141272626224,-0.6114066961353894,0.13891146568555127,1.8911213012145958,1.351078581026499,-0.001925495527397524,1240.0276379230218,1.0,-0.13962634015954636,0.13962634015954636,97.84229146177664,1045.8245406615144
2.2,26.164555793022195,-18.815915634791256,64.70157035813968,-12.346020309315682,8.451485198664757,-38.33053131466879,0.6590720694415549,-0.4303191146349958,-0.5996344994519738,0.1445265855431467,1.9675246414414886,1.4292159060020155,-0.0018932681024811976,1239.8988316645402,1.0,-0.13962634015954636,0.13962634015954636,95.13324081426146,1063.97355411159
2.22,25.915097012312906,-18.645837141769565,63.93235293655692,-12.60049756725598,8.556379876820614,-38.588867849269434,0.6763027267519393,-0.41908036409634003,-0.5868840313534294,0.15017790769323516,2.0434791234869567,1.5068895246101657,-0.0018610451714647083,1239.7700254060587,1.0,-0.13962634015954636,0.13962634015954636,92.29946345841269,1081.7376396978725
2.24,25.66051204000633,-18.473660457878758,63.158111973098116,-12.858548439255365,8.661270287106888,-38.83275581162447,0.6938687834901314,-0.4071758706724798,-0.573117738647024,0.1558524279187038,2.118969636464777,1.5840862593204783,-0.0018288571141528865,1239.6412191475772,1.0,-0.13962634015954636,0.13962634015954636,89.34178673442784,1099.0595170145807
2.2600000000000002,25.400735183047072,-18.299387833303136,62.379144149345635,-13.119578997046828,8.765933677276239,-39.06142813459271,0.7116961757649272,-0.394584431452129,-0.5582990435190304,0.16153593365847072,2.1939792480640046,1.6607915010480359,-0.001796734804783481,1239.5124128890957,1.0,-0.13962634015954636,0.13962634015954636,86.26105419930336,1115.879782273217
2.2800000000000002,25.13571359747436,-18.123026350999595,61.59576121839025,-13.382897781117464,8.870109458323368,-39.2741464270015,0.7297060802939069,-0.3812859317923137,-0.5423927499305837,0.16721297623721854,2.268489064442429,1.736989073639021,-0.0017647095077330045,1239.3836066306142,1.0,-0.13962634015954636,0.13962634015954636,83.05812984169549,1132.1372734057777
2.3000000000000003,24.86540926495773,-17.94458868606084,60.808289326419214,-13.647713355364319,8.973499004523632,-39.47021162833324,0.7478148534829803,-0.3672616453709818,-0.5253654736399903,0.17286685008021843,2.342478108556742,1.812661111990055,-0.001732812761469076,1239.2548003721326,1.0,-0.13962634015954636,0.13962634015954636,79.73390268020567,1147.7695126199953
2.32,24.589791899174244,-17.764119682717034,60.017098844645915,-13.91450758908668,9.071577442605987,-39.6440461977805,0.7659192599641892,-0.35252654625053453,-0.5071937486024866,0.17845790199129963,2.402381171150729,1.8877927283451312,-0.0017010784313263281,1239.1259941136511,1.0,-0.13962634015954636,0.08964286400545873,76.29286850137483,1162.4537196768956
2.34,24.308819346348823,-17.581800738537495,59.22271827895497,-14.1826886585552,9.158608811103395,-39.78952547846031,0.7838465405115019,-0.337256770636613,-0.4878968154894096,0.18384550313566692,2.4323879078299036,1.9623688622360247,-0.0016695508685320493,1238.9971878551696,1.0,-0.13962634015954636,0.04792750056373318,72.75674556605885,1175.8008915450628
2.36,24.022496748122837,-17.397834590805193,58.425684425419476,-14.449057733487075,9.236643652481982,-39.909887823374376,0.8014353223847497,-0.3216471111742897,-0.4675069568527748,0.18889628159798244,2.441596046273995,2.0363668121884495,-0.0016382741741592295,1238.868381596688,1.0,-0.13962634015954636,0.019840815602120365,69.14766122782098,1187.9111353802425
2.38,23.730884596356116,-17.212383053007365,57.626472811875246,-14.71131312104482,9.307391545091981,-40.00765976021405,0.8185646806740938,-0.3058385252499678,-0.4460511075410183,0.19352795531208097,2.436757974782589,2.109764058048352,-0.0016072869503721671,1238.7395753382066,1.0,-0.13962634015954636,0.0007099465520630233,65.48053162968907,1198.8653925136034
2.4,23.434083486874353,-17.02557912610418,56.82551623757411,-14.96768621530395,9.37205309396299,-40.08464602636699,0.8351396374666237,-0.2899355214264523,-0.4235531656096446,0.19769141420237882,2.4223411472149445,2.182537297388201,-0.001576623498674107,1238.610769079725,1.0,-0.13962634015954636,-0.012472607035845407,61.76557331591943,1208.7154263487314
2.42,23.132226304314248,-16.837535605662104,56.02321619862222,-15.216686930465492,9.43147093577986,-40.142211057838566,0.8510818743708805,-0.2740175632181375,-0.4000355567631992,0.20135930942099567,2.4013285634968815,2.2546620012888483,-0.001546314632090763,1238.4819628212435,1.0,-0.13962634015954636,-0.021650433654937906,58.0099585958964,1217.4937958180483
2.44,22.82547406937219,-16.648351044804716,55.21994970797129,-15.456976969561012,9.486243018809747,-40.181463934918646,0.8663237701298242,-0.2581466427239258,-0.37552033773845,0.20451873289069084,2.375738225288385,2.326112375652251,-0.0015163882073006576,1238.353156562762,1.0,-0.13962634015954636,-0.028086542953977833,54.218937163523236,1225.221391122439
2.46,22.51401360337403,-16.45811379769534,54.416073118153115,-15.687307403431353,9.536802602523364,-40.20337779298799,0.8808045792721506,-0.2423723180324768,-0.35002999084738157,0.20716649847925653,2.3469581418821073,2.3968614959504837,-0.0014868694631871696,1238.2243503042805,1.0,-0.13962634015954636,-0.03260702355285883,50.39662839854189,1231.9127949588337
2.48,22.198056076076522,-16.266904728344862,53.611924016464926,-15.906489062408857,9.583473112442483,-40.20886635213121,0.8944679835122245,-0.22673507646251814,-0.3235880093050681,0.20930607207411447,2.3159624466461404,2.4668815199901215,-0.0014577812321105467,1238.095544045799,1.0,-0.13962634015954636,-0.035756339909954526,46.546629474778406,1237.5800010008354
2.5,21.87783595733086,-16.074799012108674,52.80782188711915,-16.113379876987164,9.626505120909782,-40.19883278136317,0.9072605252838436,-0.2112685924539944,-0.29621933970539394,0.21094554721229045,2.2834511831393387,2.5361439401604975,-0.0014291440704933057,1237.9667377873175,1.0,-0.13962634015954636,-0.037896744692543116,42.67255363569397,1242.234969210225
2.52,21.553610123886482,-15.881867329052113,52.00406798722811,-16.306881055974433,9.666100983367091,-40.17420079700301,0.9191306119837986,-0.19600125539921295,-0.2679507263901318,0.21209628526502056,2.2499410199849215,2.604619859645071,-0.0014009763401115114,1237.837931528836,1.0,-0.13962634015954636,-0.039272204916041886,38.778610534969786,1245.891382268121
2.54,21.225656991135633,-15.68817665415311,51.20094472352988,-16.485937914563525,9.702431081182931,-40.135934349513235,0.9300278935679651,-0.18095721566571693,-0.23881098791528196,0.21277197967536063,2.215824322473991,2.672280285926687,-0.001373294260708487,1237.7091252703544,1.0,-0.13962634015954636,-0.04004967507445123,34.87037501232002,1248.5658618037478
2.56,20.89427560087049,-15.49379078301,50.39871471445942,-16.64954318797198,9.735644415177768,-40.08504994724626,0.939902888342195,-0.16615711344212614,-0.20883124577545908,0.21298799244663838,2.1814077524187874,2.7390964379154874,-0.0013461119471982006,1237.580319011873,1.0,-0.13962634015954636,-0.04034583074442466,30.955991075321585,1250.2788220146924
2.58,20.559784627698004,-15.29877068600848,49.597619657196915,-16.79674172177181,9.765875429727123,-40.022624177969064,0.9487067773633204,-0.15161859971072184,-0.17804511850899882,0.21276086712969491,2.1469375867905844,2.805040063658035,-0.001319441439821455,1237.4515127533914,1.0,-0.13962634015954636,-0.04024442223681923,27.048303070232706,1251.0550799949804
2.6,20.22252128281569,-15.103174752698203,48.79787907840906,-16.926635980902418,9.793248346395568,-39.94979803097836,0.9563913165690515,-0.13735672184489192,-0.146488889357023,0.2121079580079142,2.112616403672042,2.870083765311692,-0.001293292732395482,1237.3227064949099,1.0,-0.13962634015954636,-0.039807548890778754,23.169010962608166,1250.9243013929447
2.62,19.882840101858857,-14.907058966941749,47.99968902197751,-17.038392101946823,9.817879873882223,-39.86777900558165,0.962908833782366,-0.12338422172970008,-0.11420165219216716,0.21104713759873492,2.078614153044393,2.9342013275054115,-0.001267673801711153,1237.1939002364284,1.0,-0.13962634015954636,-0.03908297756764956,19.35752609935025,1249.9213319776097
2.64,19.541111607480723,-14.710477039059361,47.20322071156154,-17.131246351328997,9.839880879922982,-39.77784159482859,0.9682122890083147,-0.10971177780444288,-0.08122543805924497,0.20959655874167438,2.0450755779866343,2.9973680446171302,-0.0012425906398044946,1237.0650939779468,1.0,-0.13962634015954636,-0.03810887915915906,15.691578843254508,1248.0864464908627
2.66,19.19772083937925,-14.513480511521143,46.40861921679919,-17.20451191203747,9.859357419249708,-39.68132647944936,0.9722553834451081,-0.09634821134007111,-0.047605323092544706,0.20777445643492704,2.0121252698694274,3.059561041991173,-0.0012180472900051333,1236.9362877194653,1.0,-0.13962634015954636,-0.03691687658714393,12.338686873044383,1245.465533074549
2.68,18.853065745800826,-14.316118848248466,45.616002146983526,-17.257585939619975,9.876411381007925,-39.57963860660839,0.9749927069460997,-0.08330066982055176,-0.013389517584072062,0.2055989801244893,1.9798711967579403,3.1207595857480537,-0.0011940458871724847,1236.8074814609838,1.0,-0.13962634015954636,-0.03553398830354393,9.679585797795372,1242.1102226973508
2.7,18.507555431745764,-14.118439513270456,44.8254583936291,-17.28995682473515,9.891140929593176,-39.47424422953507,0.9763799163007846,-0.0705747953199065,0.021370564579944587,0.20308805055827503,1.9484072533400922,3.180945375631166,-0.0011705867022518209,1236.6786752025023,1.0,-0.13962634015954636,-0.033983850807669747,8.45759218406095,1238.0779670771617
2.72,18.16160826048088,-13.920488041655595,44.03704694245275,-17.30121158587982,9.903640851447216,-39.366666926734396,0.9763739382935059,-0.05817488246978474,0.05662025713593854,0.2002592373717529,1.9178151894692193,3.2401028153078504,-0.0011476681911463814,1236.5498689440208,1.0,-0.13962634015954636,-0.032287473078983275,9.31277524316879,1233.4320647263103
2.74,17.815649806663412,-13.722308103837532,43.25079577525412,-17.29079706349791,9.91410723530824,-39.2585000929815,0.9749331924589087,-0.04610402846659569,0.09230161434389433,0.19712965477203845,1.888166145827933,3.297671943734462,-0.0011252870478456855,1236.4210626855393,1.0,-0.13451864404073888,-0.030421944474968043,11.844110920718476,1228.2380089471158
2.7600000000000002,17.47028035794752,-13.523868162053823,42.4666753343588,-17.235605340601445,9.932539085793334,-39.15550373506252,0.9720420158960283,-0.03432468577379756,0.12816823535012437,0.19372413047049777,1.8602384365500824,3.3017285648479633,-0.0011034398755823175,1236.2922564270577,1.0,0.022786403358996843,-0.025289748496074793,15.249539294240781,1222.356940311189
