time_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,qw,qx,qy,qz,p_radps,q_radps,r_radps,mass_kg,throttle,gimbal_pitch_rad,gimbal_yaw_rad,tilt_deg,dynamic_pressure_pa
0.0,12.0,-8.0,120.0,-1.0,0.6,-18.0,0.999011461133737,0.03487207852388615,-0.02615405889291461,0.008718019630971538,1.8452300362238613e-05,0.004481183062627048,-0.0041120678304332635,1250.0,0.13101736111111106,0.13962634015954636,-0.13962634015954636,4.996640508364582,196.9972911849084
0.02,11.980037375976439,-7.988079870357825,119.63843053360067,-0.996262545885599,0.5920137117960211,-18.156939678258578,0.9990135117028105,0.03481678188589462,-0.026163653031405124,0.008675159617026884,-0.011319627819231846,-0.00658731971281458,-0.004099014777540949,1249.9831247360405,0.1310081672329273,0.13962634015954636,-0.13962634015954636,4.992228936570017,200.4297275774646
0.04,11.960149464227607,-7.9763193946936966,119.27372270109731,-0.9925301811117265,0.5840359479055839,-18.31383612309044,0.9990165874340691,0.03464924160493642,-0.026284726526414698,0.008625615295225536,-0.02264351760318975,-0.017638974662366365,-0.004085777809077175,1249.9662506562686,0.13099897399990523,0.13962634015954636,-0.13962634015954636,4.985260349635352,203.89143949573756
0.06,11.940336078504528,-7.964718321806832,118.90587739634323,-0.9888113492324779,0.5760747784178248,-18.47068641919502,0.9990205902915902,0.03436959434222826,-0.026517098205892965,0.008569402600671716,-0.03395230478741095,-0.02867284756573052,-0.004072357071372678,1249.949377760601,0.1309897814119998,0.13962634015954636,-0.13962634015954636,4.975979807937137,207.38235868630233
0.08,11.920596863845875,-7.95327623917081,118.53489557126979,-0.9851144779770592,0.5681382660833049,-18.627487675932848,0.9990253475047476,0.033977983419862245,-0.026860575339732684,0.00850653737760815,-0.04524504953371923,-0.03968797741812013,-0.0040587527640742966,1249.9325060489548,0.13098058946916558,0.13962634015954636,-0.13962634015954636,4.964828113064462,210.90241479828157
0.1,11.900931296891754,-7.941992573063988,118.16077823528128,-0.9814479795113923,0.560234467938977,-18.784237038511822,0.9990306119665007,0.03347455920970326,-0.027314953288641572,0.00843703540318399,-0.05652078427997585,-0.050683376297182926,-0.004044965140505925,1249.915635521247,0.1309713981713575,0.13962634015954636,-0.13962634015954636,4.952444360685638,214.4515356681711
0.12,11.881338686192858,-7.930866588668087,117.78352645442655,-0.9778202506390281,0.5523714368647715,-18.940931699122164,0.9990360626642198,0.03285947956596711,-0.02788001511186403,0.00836091241367028,-0.06777851360434477,-0.061658029244033005,-0.004030994507989205,1249.8987661773942,0.13096220751853005,0.13962634015954636,-0.13962634015954636,4.939668912972079,218.02964761777557
0.14,11.861818172516301,-7.919897390136428,117.40314135034839,-0.9742396729285652,0.5445572230589045,-19.097568908018552,0.9990413051444287,0.03213291030084197,-0.028555531134500156,0.008278184133083642,-0.07901721410475085,-0.07261089415939942,-0.004016841228123066,1249.8818980173135,0.13095301751063815,0.13962634015954636,-0.13962634015954636,4.927545902732659,221.63667576512236
0.16,11.842368729149753,-7.909083920633591,117.01962409901192,-0.97071461275494,0.5367998754191298,-19.254145984547595,0.9990458720129045,0.031295025702453266,-0.029341258475235374,0.008188866304175632,-0.09023583429464066,-0.08354090171596654,-0.004002505717021311,1249.8650310409216,0.13094382814763628,0.13962634015954636,-0.13962634015954636,4.917324053460448,225.272544348197
0.18,11.822989162205706,-7.898424962348487,116.63297592921295,-0.9672534212421402,0.5291074428172723,-19.41066032811838,0.9990492234716248,0.03034600909440573,-0.030236940535362376,0.008092974721741603,-0.10143329451622327,-0.09444695528804656,-0.00398798844550751,1249.8481652481357,0.13093463942947936,0.13962634015954636,-0.13962634015954636,4.910454265575388,228.93717706134547
