label,success,failure_modes,vertical_touchdown_velocity_mps,horizontal_touchdown_velocity_mps,landing_position_error_m,tilt_angle_deg,angular_rate_norm_radps
vertical_focus,False,hard_touchdown,-8.226327057410238,0.05502320657839077,0.09320916181283877,0.14190968813681523,0.002454685072662789
terminal_brake_focus,False,hard_touchdown,-8.89771254117468,0.055239350852060075,0.1036518037883355,0.16344645501648808,0.0026369476261543035
touchdown_gate_commit,False,hard_touchdown,-8.482277687648994,0.04584111398614158,0.12034939935026998,0.15286033224684564,0.0026651226622129583
